violationnumber,violationtype,form,violationdate,casenumber,casetype,officer,violationjurisdiction,court,docket,appearancedate,outcomedate,outcomestat,receipt,offense,ObjectId
V21-015584,VET/CRIM,01-50205,2021/05/24 16:01:00+00,A21-087903-1,ASSIST SHERIFF,OFFICER MILLER,40208,,3958113,2021/02/04 18:00:00,,CONV CRIM,,91.090,145
V21-015786,VIOL CTER,VR21-211361,2021/03/06 19:03:00+00,,,,40218,,,2021/03/06 14:13:00,2021/03/06 00:00:00,COMPLIED,R21-211361,91.002,146
V21-015967,CITATION,N919013,2021/04/03 17:24:00+00,A21-089973-2,INVESTIGAT NEGLI,OFFICER MILLER,40208,05/03/21,,,,,,91.020,147
V21-015670,VIOL CTER,VR21-209943,2021/02/05 22:24:00+00,,,,40218,,,2021/02/05 17:24:00,2021/02/05 00:00:00,COMPLIED,R21-209943,91.071,148
V21-015670,VIOL CTER,VR21-209943,2021/02/05 22:24:00+00,,,,40218,,,2021/02/05 17:24:00,2021/02/05 00:00:00,COMPLIED,R21-209943,91.020,149
V20-015518,VIOL CTER,VR20-208427,2020/12/29 22:56:00+00,,,,40218,,,2020/12/30 09:05:00,2020/12/30 00:00:00,COMPLIED,R20-208427,91.002,150
V21-015584,VET/CRIM,01-50205,2021/05/24 16:01:00+00,A21-087903-1,ASSIST SHERIFF,OFFICER MILLER,40208,,3958113,2021/02/04 18:00:00,,CONV CRIM,,91.090,151
V21-015721,VIOL RED,VR21-210589,2021/02/21 23:55:00+00,A21-088869-3,XTRA SERVE VIOL OTC,OFFICER RATLIFF,40218,,,2021/02/26 00:00:00,2021/02/23 00:00:00,COMPLIED,R21-210589,91.071,152
V21-015671,VIOL CTER,VR21-209956,2021/02/06 19:04:00+00,,,,40218,,,2021/02/06 14:12:00,2021/02/06 00:00:00,COMPLIED,R21-209956,91.002,153
V21-015967,CITATION,N919013,2021/04/03 17:24:00+00,A21-089973-2,INVESTIGAT NEGLI,OFFICER MILLER,40208,05/03/21,,,,,,91.020,154
V21-015786,VIOL CTER,VR21-211361,2021/03/06 19:03:00+00,,,,40218,,,2021/03/06 14:13:00,2021/03/06 00:00:00,COMPLIED,R21-211361,91.071,155
V20-015518,VIOL CTER,VR20-208427,2020/12/29 22:56:00+00,,,,40218,,,2020/12/30 09:05:00,2020/12/30 00:00:00,COMPLIED,R20-208427,91.020,156
V21-015671,VIOL CTER,VR21-209956,2021/02/06 19:04:00+00,,,,40218,,,2021/02/06 14:12:00,2021/02/06 00:00:00,COMPLIED,R21-209956,91.020,157
V21-015584,VET/CRIM,01-50205,2021/05/24 16:01:00+00,A21-087903-1,ASSIST SHERIFF,OFFICER MILLER,40208,,3958113,2021/02/04 18:00:00,,CONV CRIM,,91.090,158
V21-015671,VIOL CTER,VR21-209956,2021/02/06 19:04:00+00,,,,40218,,,2021/02/06 14:12:00,2021/02/06 00:00:00,COMPLIED,R21-209956,91.071,159
V21-015967,CITATION,N919013,2021/04/03 17:24:00+00,A21-089973-2,INVESTIGAT NEGLI,OFFICER MILLER,40208,05/03/21,,,,,,91.020,160
V20-015518,VIOL CTER,VR20-208427,2020/12/29 22:56:00+00,,,,40218,,,2020/12/30 09:05:00,2020/12/30 00:00:00,COMPLIED,R20-208427,91.071,161
V21-015787,VIOL CTER,VR21-211357,2021/03/06 17:51:00+00,,,,40218,,,2021/03/06 12:51:00,2021/03/06 00:00:00,COMPLIED,R21-211357,91.002,162
V21-015584,VET/CRIM,01-50205,2021/05/24 16:01:00+00,A21-087903-1,ASSIST SHERIFF,OFFICER MILLER,40208,,3958113,2021/02/04 18:00:00,,CONV CRIM,,91.090,163
V21-015967,CITATION,N919013,2021/04/03 17:24:00+00,A21-089973-2,INVESTIGAT NEGLI,OFFICER MILLER,40208,05/03/21,,,,,,91.020,164
V21-015674,VIOL 71,04-3629,2021/02/08 13:20:00+00,A21-088474-2,STRAY CONF,OFFICER MILLER,40219,,,2021/03/10 18:00:00,2021/03/02 00:00:00,COMPLIED,R21-211161,91.020,165
V21-015722,VIOL RED,VR21-210590,2021/02/21 23:55:00+00,A21-088869-3,XTRA SERVE VIOL OTC,OFFICER RATLIFF,40218,,,2021/04/30 00:00:00,2021/05/08 00:00:00,DISMISSED,,91.002,166
V21-015974,VIOL 71,04-3900,2021/04/05 18:36:00+00,A21-090108-1,STRAY AGGRS,OFFICER FORNER,40211,,,2021/05/04 00:00:00,2021/05/10 00:00:00,COMPLIED,,91.071,167
V20-015519,CIT DD/PDD,N918992,2020/12/29 19:14:00+00,A20-087378-6,INVESTIGAT BITE,OFFICER RATLIFF,40241,04/07/21,,,,,,91.150,168
V21-015787,VIOL CTER,VR21-211357,2021/03/06 17:51:00+00,,,,40218,,,2021/03/06 12:51:00,2021/03/06 00:00:00,COMPLIED,R21-211357,91.020,169
V21-015674,VIOL 71,04-3629,2021/02/08 13:20:00+00,A21-088474-2,STRAY CONF,OFFICER MILLER,40219,,,2021/03/10 18:00:00,2021/03/02 00:00:00,COMPLIED,R21-211161,91.002,170
V21-015584,VET/CRIM,01-50205,2021/05/24 16:01:00+00,A21-087903-1,ASSIST SHERIFF,OFFICER MILLER,40208,,3958113,2021/02/04 18:00:00,,CONV CRIM,,91.090,171
V21-015722,VIOL RED,VR21-210590,2021/02/21 23:55:00+00,A21-088869-3,XTRA SERVE VIOL OTC,OFFICER RATLIFF,40218,,,2021/04/30 00:00:00,2021/05/08 00:00:00,DISMISSED,,91.020,172
V21-015973,V71/CRIM,04-3900,2021/09/16 14:46:00+00,A21-090108-1,STRAY AGGRS,OFFICER FORNER,40211,,4058593,2021/08/05 00:00:00,,CONV CRIM,,91.002,173
V20-015519,CIT DD/PDD,N918992,2020/12/29 19:14:00+00,A20-087378-6,INVESTIGAT BITE,OFFICER RATLIFF,40241,04/07/21,,,,,,91.072,174
V21-015787,VIOL CTER,VR21-211357,2021/03/06 17:51:00+00,,,,40218,,,2021/03/06 12:51:00,2021/03/06 00:00:00,COMPLIED,R21-211357,91.071,175
V21-015675,WARNING,01-50206,2021/02/08 16:27:00+00,A21-088495-1,INVESTIGAT ANI ATTACK,OFFICER MILLER,40212,,,2021/05/08 00:00:00,2021/06/26 00:00:00,DISMISSED,,91.020,176
V21-015584,VET/CRIM,01-50205,2021/05/24 16:01:00+00,A21-087903-1,ASSIST SHERIFF,OFFICER MILLER,40208,,3958113,2021/02/04 18:00:00,,CONV CRIM,,91.090,177
V21-015722,VIOL RED,VR21-210590,2021/02/21 23:55:00+00,A21-088869-3,XTRA SERVE VIOL OTC,OFFICER RATLIFF,40218,,,2021/04/30 00:00:00,2021/05/08 00:00:00,DISMISSED,,91.071,178
V21-015973,V71/CRIM,04-3900,2021/09/16 14:46:00+00,A21-090108-1,STRAY AGGRS,OFFICER FORNER,40211,,4058593,2021/08/05 00:00:00,,CONV CRIM,,91.020,179
V20-015520,VIOL CTER,VR20-208456,2020/12/30 19:16:00+00,,,,40218,,,2020/12/30 14:35:00,2020/12/30 00:00:00,COMPLIED,R20-208456,91.002,180
V21-015791,VIOL CTER,VR21-211369,2021/03/06 22:15:00+00,,,,40218,,,2021/03/06 00:00:00,2021/03/06 00:00:00,COMPLIED,R21-211369,91.002,181
V21-015675,WARNING,01-50206,2021/02/08 16:27:00+00,A21-088495-1,INVESTIGAT ANI ATTACK,OFFICER MILLER,40212,,,2021/05/08 00:00:00,2021/06/26 00:00:00,DISMISSED,,91.020,182
V21-015623,VOTC/CITE,VR21-209378,2021/01/25 21:23:00+00,,,,40218,02/16/21,N918949,2021/01/25 16:32:00,,CONV CITA,,91.002,183
V21-015973,V71/CRIM,04-3900,2021/09/16 14:46:00+00,A21-090108-1,STRAY AGGRS,OFFICER FORNER,40211,,4058593,2021/08/05 00:00:00,,CONV CRIM,,91.071,184
V21-015737,CIT DD/PDD,N918847,2021/02/25 19:30:00+00,A21-088992-2,INVESTIGAT ANI ATTACK,OFFICER FORNER,40272,03/17/21,,,,,,91.020,185
V21-016025,VIOL CTER,VR21-213432,2021/04/12 19:33:00+00,,,,40218,,,2021/04/12 15:33:00,2021/04/12 00:00:00,COMPLIED,R21-213432,91.071,186
V20-015520,VIOL CTER,VR20-208456,2020/12/30 19:16:00+00,,,,40218,,,2020/12/30 14:35:00,2020/12/30 00:00:00,COMPLIED,R20-208456,91.020,187
V21-015675,WARNING,01-50206,2021/02/08 16:27:00+00,A21-088495-1,INVESTIGAT ANI ATTACK,OFFICER MILLER,40212,,,2021/05/08 00:00:00,2021/06/26 00:00:00,DISMISSED,,91.020,188
V21-015623,VOTC/CITE,VR21-209378,2021/01/25 21:23:00+00,,,,40218,02/16/21,N918949,2021/01/25 16:32:00,,CONV CITA,,91.020,189
V21-015791,VIOL CTER,VR21-211369,2021/03/06 22:15:00+00,,,,40218,,,2021/03/06 00:00:00,2021/03/06 00:00:00,COMPLIED,R21-211369,91.020,190
V21-015688,CITATION,N918996,2021/02/11 17:54:00+00,A21-088604-1,INVESTIGAT NEGLI,OFFICER RATLIFF,40217,03/12/21,,,,,,91.090,191
V20-015521,VIOL CTER,VR20-208458,2020/12/30 21:19:00+00,A20-087558-1,XTRA SERVE VIOL OTC,OFFICER SABATINI,40218,,,2020/12/30 16:29:00,2020/12/30 00:00:00,COMPLIED,R20-208458,91.002,192
V21-015623,VOTC/CITE,VR21-209378,2021/01/25 21:23:00+00,,,,40218,02/16/21,N918949,2021/01/25 16:32:00,,CONV CITA,,91.071,193
V21-015737,CIT DD/PDD,N918847,2021/02/25 19:30:00+00,A21-088992-2,INVESTIGAT ANI ATTACK,OFFICER FORNER,40272,03/17/21,,,,,,91.150,194
V21-015527,VET,01-50189,2021/01/02 13:43:00+00,A20-087503-3,INVESTIGAT NEGLI,OFFICER FORNER,40215,,,2021/01/18 00:00:00,2021/01/18 00:00:00,COMPLIED,,91.090,195
V21-015791,VIOL CTER,VR21-211369,2021/03/06 22:15:00+00,,,,40218,,,2021/03/06 00:00:00,2021/03/06 00:00:00,COMPLIED,R21-211369,91.071,196
V21-015688,CITATION,N918996,2021/02/11 17:54:00+00,A21-088604-1,INVESTIGAT NEGLI,OFFICER RATLIFF,40217,03/12/21,,,,,,91.020,197
V20-015521,VIOL CTER,VR20-208458,2020/12/30 21:19:00+00,A20-087558-1,XTRA SERVE VIOL OTC,OFFICER SABATINI,40218,,,2020/12/30 16:29:00,2020/12/30 00:00:00,COMPLIED,R20-208458,91.020,198
V21-015626,VIOL CTER,VR21-209423,2021/01/26 19:28:00+00,,,,40218,,,2021/01/26 14:53:00,2021/01/26 00:00:00,COMPLIED,R21-209423,91.002,199
V21-015738,CIVIL PEN,02-100923,2021/02/25 23:01:00+00,A21-088955-1,OWNED AGGRESSIVE,OFFICER FORNER,40203,,,2021/04/16 12:24:00,2021/04/16 00:00:00,DISMISSED,,91.004,200
V21-015528,VIOL RED,VR21-208493,2021/01/02 19:00:00+00,A21-087601-1,XTRA SERVE VIOL OTC,OFFICER HARRIS,40218,,,2021/03/06 18:00:00,2021/03/10 00:00:00,DISMISSED,R21-208493,91.002,201
V21-015793,CITATION,N919073,2021/03/08 14:29:00+00,A21-089258-1,INVESTIGAT NEGLI,OFFICER THOMPSON,40214,04/29/21,,,,,,91.020,202
V21-015760,CIT DD/PDD,N918848,2021/02/28 18:12:00+00,A21-089059-2,INVESTIGAT BITE,OFFICER FORNER,40207,03/16/21,,,,,,91.020,203
V20-015521,VIOL CTER,VR20-208458,2020/12/30 21:19:00+00,A20-087558-1,XTRA SERVE VIOL OTC,OFFICER SABATINI,40218,,,2020/12/30 16:29:00,2020/12/30 00:00:00,COMPLIED,R20-208458,91.071,204
V21-015626,VIOL CTER,VR21-209423,2021/01/26 19:28:00+00,,,,40218,,,2021/01/26 14:53:00,2021/01/26 00:00:00,COMPLIED,R21-209423,91.020,205
V21-015790,CIT DD/PDD,P198999,2021/03/07 22:10:00+00,A21-089241-2,INVESTIGAT BITE,OFFICER HARRIS,40215,04/19/21,,,,,,91.150,206
V21-015528,VIOL RED,VR21-208493,2021/01/02 19:00:00+00,A21-087601-1,XTRA SERVE VIOL OTC,OFFICER HARRIS,40218,,,2021/03/06 18:00:00,2021/03/10 00:00:00,DISMISSED,R21-208493,91.020,207
V21-015808,CITATION,N919075,2021/03/09 16:24:00+00,A21-089293-1,OWNED AGGRESSIVE,OFFICER THOMPSON,40272,04/28/21,,,,,,91.020,208
V21-015811,CIT DD/PDD,N918761,2021/03/09 18:14:00+00,A21-089291-2,INVESTIGAT BITE,OFFICER SABATINI,40220,03/26/21,,,,,,91.150,209
V20-015524,VET,01-50142,2020/12/31 20:57:00+00,A20-087571-2,INVESTIGAT ANI ATTACK,OFFICER STEWART,40212,,,2021/01/04 15:57:00,2021/01/04 00:00:00,COMPLIED,,91.090,210
V21-015790,CIT DD/PDD,P198999,2021/03/07 22:10:00+00,A21-089241-2,INVESTIGAT BITE,OFFICER HARRIS,40215,04/19/21,,,,,,91.072,211
V21-015811,CIT DD/PDD,N918761,2021/03/09 18:14:00+00,A21-089291-2,INVESTIGAT BITE,OFFICER SABATINI,40220,03/26/21,,,,,,91.150,212
V21-015626,VIOL CTER,VR21-209423,2021/01/26 19:28:00+00,,,,40218,,,2021/01/26 14:53:00,2021/01/26 00:00:00,COMPLIED,R21-209423,91.071,213
V21-015528,VIOL RED,VR21-208493,2021/01/02 19:00:00+00,A21-087601-1,XTRA SERVE VIOL OTC,OFFICER HARRIS,40218,,,2021/03/06 18:00:00,2021/03/10 00:00:00,DISMISSED,R21-208493,91.071,214
V21-015809,CIVIL PEN,02-100958,2021/03/09 16:24:00+00,A21-089293-1,OWNED AGGRESSIVE,OFFICER THOMPSON,40272,,,2021/03/19 00:00:00,,HAND ADMIN,,91.002,215
V20-015525,VIOL CTER,VR20-208487,2020/12/31 22:30:00+00,A20-087577-1,XTRA SERVE VIOL OTC,OFFICER SABATINI,40218,,,2020/12/31 18:04:00,2020/12/31 00:00:00,COMPLIED,R20-208487,91.002,216
V21-015627,CIT DD/PDD,N919036,2021/01/26 20:58:00+00,A21-087668-10,INVESTIGAT ANI ATTACK,OFFICER STEWART,40215,02/11/21,,,,,,91.150,217
V21-015529,VIOL CTER,VR21-208489,2021/01/02 19:15:00+00,A21-087602-1,XTRA SERVE VIOL OTC,OFFICER HARRIS,40218,,,2021/01/02 14:18:00,2021/01/02 00:00:00,COMPLIED,R21-208489,91.002,218
V21-015827,VIOL CTER,VR21-211686,2021/03/10 22:04:00+00,,,,40218,,,2021/03/10 17:04:00,2021/03/10 00:00:00,COMPLIED,R21-211686,91.020,219
V21-015810,VIOL CTER,VR21-211620,2021/03/09 19:12:00+00,,,,40218,,,2021/03/09 14:24:00,2021/03/09 00:00:00,COMPLIED,R21-211620,91.002,220
V20-015525,VIOL CTER,VR20-208487,2020/12/31 22:30:00+00,A20-087577-1,XTRA SERVE VIOL OTC,OFFICER SABATINI,40218,,,2020/12/31 18:04:00,2020/12/31 00:00:00,COMPLIED,R20-208487,91.071,221
V21-015790,CIT DD/PDD,P198999,2021/03/07 22:10:00+00,A21-089241-2,INVESTIGAT BITE,OFFICER HARRIS,40215,04/19/21,,,,,,91.020,222
V21-015641,VET,VR21-2095511,2021/01/29 23:23:00+00,,,,40218,,,2021/03/01 00:00:00,2021/02/22 00:00:00,COMPLIED,,91.090,223
V21-015529,VIOL CTER,VR21-208489,2021/01/02 19:15:00+00,A21-087602-1,XTRA SERVE VIOL OTC,OFFICER HARRIS,40218,,,2021/01/02 14:18:00,2021/01/02 00:00:00,COMPLIED,R21-208489,91.020,224
V21-015827,VIOL CTER,VR21-211686,2021/03/10 22:04:00+00,,,,40218,,,2021/03/10 17:04:00,2021/03/10 00:00:00,COMPLIED,R21-211686,91.071,225
V21-015810,VIOL CTER,VR21-211620,2021/03/09 19:12:00+00,,,,40218,,,2021/03/09 14:24:00,2021/03/09 00:00:00,COMPLIED,R21-211620,91.020,226
V21-015526,CIVIL PEN,02-100918,2021/01/01 22:02:00+00,A20-087316-6,OWNED AGGRESSIVE,OFFICER FORNER,40208,,,2022/06/20 00:00:00,,HAND ADMIN,,91.002,227
V21-015892,WARNING,01-51859,2021/03/23 15:20:00+00,A21-089684-1,OWNED AGGRESSIVE,OFFICER RATLIFF,40258,,,2021/05/23 00:00:00,2021/05/27 00:00:00,COMPLIED,,91.020,228
V21-015641,VET,VR21-2095511,2021/01/29 23:23:00+00,,,,40218,,,2021/03/01 00:00:00,2021/02/22 00:00:00,COMPLIED,,91.071,229
V21-015529,VIOL CTER,VR21-208489,2021/01/02 19:15:00+00,A21-087602-1,XTRA SERVE VIOL OTC,OFFICER HARRIS,40218,,,2021/01/02 14:18:00,2021/01/02 00:00:00,COMPLIED,R21-208489,91.071,230
V21-015828,VIOL CTER,VR21-211726,2021/03/11 19:23:00+00,,,,40218,,,2021/03/11 14:23:00,2021/03/11 00:00:00,COMPLIED,R21-211726,91.002,231
V21-015810,VIOL CTER,VR21-211620,2021/03/09 19:12:00+00,,,,40218,,,2021/03/09 14:24:00,2021/03/09 00:00:00,COMPLIED,R21-211620,91.071,232
V21-015530,VOTC/CITE,VR21-208492,2021/01/02 18:35:00+00,,,,40218,01/21/21,N918944,2021/01/02 00:00:00,,CONV CITA,R21-208492,91.002,233
V21-015896,CIT DD/PDD,N918629,2021/03/23 20:46:00+00,A21-089729-2,INVESTIGAT BITE,OFFICER COGBURN,40299,04/09/21,,,,,,91.150,234
V21-015645,CIT DD/PDD,N918846,2021/01/31 21:21:00+00,A21-088274-3,INVESTIGAT BITE,OFFICER FORNER,40202,02/16/21,,,,,,91.020,235
V21-015531,VIOL RED,VR21-20894,2021/01/02 19:35:00+00,A21-087603-1,XTRA SERVE VIOL OTC,OFFICER HARRIS,40218,,,2021/02/06 18:00:00,2021/02/06 00:00:00,COMPLIED,R21-208494,91.002,236
V21-015828,VIOL CTER,VR21-211726,2021/03/11 19:23:00+00,,,,40218,,,2021/03/11 14:23:00,2021/03/11 00:00:00,COMPLIED,R21-211726,91.020,237
V21-015815,CIT DD/PDD,N918627,2021/03/09 23:11:00+00,A21-089240-4,INVESTIGAT ANI ATTACK,OFFICER COGBURN,40216,04/01/21,,,,,,91.150,238
V21-015922,CIT DD/PDD,N918601,2021/03/27 21:03:00+00,A21-089831-2,INVESTIGAT BITE,OFFICER SABATINI,40218,04/27/21,,,,,,91.150,239
V21-015645,CIT DD/PDD,N918846,2021/01/31 21:21:00+00,A21-088274-3,INVESTIGAT BITE,OFFICER FORNER,40202,02/16/21,,,,,,91.020,240
V21-015530,VOTC/CITE,VR21-208492,2021/01/02 18:35:00+00,,,,40218,01/21/21,N918944,2021/01/02 00:00:00,,CONV CITA,R21-208492,91.020,241
V21-015531,VIOL RED,VR21-20894,2021/01/02 19:35:00+00,A21-087603-1,XTRA SERVE VIOL OTC,OFFICER HARRIS,40218,,,2021/02/06 18:00:00,2021/02/06 00:00:00,COMPLIED,R21-208494,91.020,242
V21-015815,CIT DD/PDD,N918627,2021/03/09 23:11:00+00,A21-089240-4,INVESTIGAT ANI ATTACK,OFFICER COGBURN,40216,04/01/21,,,,,,91.020,243
V21-015828,VIOL CTER,VR21-211726,2021/03/11 19:23:00+00,,,,40218,,,2021/03/11 14:23:00,2021/03/11 00:00:00,COMPLIED,R21-211726,91.071,244
V21-015645,CIT DD/PDD,N918846,2021/01/31 21:21:00+00,A21-088274-3,INVESTIGAT BITE,OFFICER FORNER,40202,02/16/21,,,,,,91.072,245
V21-015816,VIOL CTER,VR21-211632,2021/03/10 00:07:00+00,A21-089311-1,XTRA SERVE,OFFICER COGBURN,40218,,,2021/03/09 19:30:00,2021/03/09 00:00:00,COMPLIED,R21-211632,91.002,246
V21-015530,VOTC/CITE,VR21-208492,2021/01/02 18:35:00+00,,,,40218,01/21/21,N918944,2021/01/02 00:00:00,,CONV CITA,R21-208492,91.071,247
V21-015922,CIT DD/PDD,N918601,2021/03/27 21:03:00+00,A21-089831-2,INVESTIGAT BITE,OFFICER SABATINI,40218,04/27/21,,,,,,91.020,248
V21-015902,VET,01-50207,2021/03/24 13:53:00+00,A21-089749-1,STRAY INJURED,OFFICER MILLER,40218,,,2021/03/26 18:00:00,2021/03/24 00:00:00,COMPLIED,,91.090,249
V21-015531,VIOL RED,VR21-20894,2021/01/02 19:35:00+00,A21-087603-1,XTRA SERVE VIOL OTC,OFFICER HARRIS,40218,,,2021/02/06 18:00:00,2021/02/06 00:00:00,COMPLIED,R21-208494,91.071,250
V21-015645,CIT DD/PDD,N918846,2021/01/31 21:21:00+00,A21-088274-3,INVESTIGAT BITE,OFFICER FORNER,40202,02/16/21,,,,,,91.072,251
V21-015816,VIOL CTER,VR21-211632,2021/03/10 00:07:00+00,A21-089311-1,XTRA SERVE,OFFICER COGBURN,40218,,,2021/03/09 19:30:00,2021/03/09 00:00:00,COMPLIED,R21-211632,91.071,252
V21-015532,VOTC/CITE,VR21-208499,2021/01/02 20:20:00+00,A21-087607-1,XTRA SERVE VIOL OTC,OFFICER SABATINI,40218,02/16/21,N918926,2021/01/02 15:47:00,,CONV CITA,,91.002,253
V21-015922,CIT DD/PDD,N918601,2021/03/27 21:03:00+00,A21-089831-2,INVESTIGAT BITE,OFFICER SABATINI,40218,04/27/21,,,,,,91.072,254
V21-015903,VIOL 71,04-3632,2021/03/24 13:53:00+00,A21-089749-1,STRAY INJURED,OFFICER MILLER,40218,,,2021/05/21 18:00:00,2021/05/19 00:00:00,COMPLIED,,91.002,255
V21-015556,WARNING,01-50234,2021/01/06 16:37:00+00,A20-087499-4,INVESTIGAT NEGLI,OFFICER RATLIFF,40206,,,2021/03/06 00:00:00,2021/03/08 00:00:00,COMPLIED,R21-211521,91.020,256
V21-015645,CIT DD/PDD,N918846,2021/01/31 21:21:00+00,A21-088274-3,INVESTIGAT BITE,OFFICER FORNER,40202,02/16/21,,,,,,91.150,257
V21-015818,WARNING,01-51830,2021/03/10 17:17:00+00,A21-089225-11,INVESTIGAT ENCLOSURE,OFFICER THOMPSON,40216,,,2021/07/01 00:00:00,2021/07/05 00:00:00,COMPLIED,,CITATION,258
V21-015533,VIOL CTER,VR21-208500,2021/01/02 20:37:00+00,A21-087609-1,XTRA SERVE,OFFICER FORNER,,,,2021/01/02 15:51:00,2021/01/02 00:00:00,COMPLIED,R21-208500,91.002,259
V21-015932,VIOL CTER,VR21-212675,2021/03/29 18:13:00+00,,,,40218,,,2021/03/29 14:13:00,2021/03/29 00:00:00,COMPLIED,R21-212675,91.002,260
V21-015903,VIOL 71,04-3632,2021/03/24 13:53:00+00,A21-089749-1,STRAY INJURED,OFFICER MILLER,40218,,,2021/05/21 18:00:00,2021/05/19 00:00:00,COMPLIED,,91.020,261
V21-015556,WARNING,01-50234,2021/01/06 16:37:00+00,A20-087499-4,INVESTIGAT NEGLI,OFFICER RATLIFF,40206,,,2021/03/06 00:00:00,2021/03/08 00:00:00,COMPLIED,R21-211521,91.023,262
V21-015645,CIT DD/PDD,N918846,2021/01/31 21:21:00+00,A21-088274-3,INVESTIGAT BITE,OFFICER FORNER,40202,02/16/21,,,,,,91.150,263
V21-015819,CIT DD/PDD,N918576,2021/03/10 18:27:00+00,A21-089281-4,INVESTIGAT BITE,OFFICER THOMPSON,40214,04/13/21,,,,,,91.150,264
V21-015533,VIOL CTER,VR21-208500,2021/01/02 20:37:00+00,A21-087609-1,XTRA SERVE,OFFICER FORNER,,,,2021/01/02 15:51:00,2021/01/02 00:00:00,COMPLIED,R21-208500,91.071,265
V21-015932,VIOL CTER,VR21-212675,2021/03/29 18:13:00+00,,,,40218,,,2021/03/29 14:13:00,2021/03/29 00:00:00,COMPLIED,R21-212675,91.002,266
V20-015231,V71/CP,04-3782,2021/02/01 13:27:00+00,A20-085995-2,TRANSPORT ANIMAL,OFFICER SABATINI,40229,02/11/21,V20-015231,2021/01/01 18:00:00,,HAND ADMIN,,91.071,267
V21-015903,VIOL 71,04-3632,2021/03/24 13:53:00+00,A21-089749-1,STRAY INJURED,OFFICER MILLER,40218,,,2021/05/21 18:00:00,2021/05/19 00:00:00,COMPLIED,,91.071,268
V21-015648,CIT DD/PDD,P198992,2021/02/01 19:55:00+00,A21-087596-16,INVESTIGAT ANI ATTACK,OFFICER HARRIS,40216,02/26/21,,,,,,91.150,269
V21-015824,CIT DD/PDD,N918998,2021/03/11 16:28:00+00,A21-089276-4,INVESTIGAT BITE,OFFICER RATLIFF,40228,03/24/21,,,,,,91.150,270
V21-015932,VIOL CTER,VR21-212675,2021/03/29 18:13:00+00,,,,40218,,,2021/03/29 14:13:00,2021/03/29 00:00:00,COMPLIED,R21-212675,91.071,271
V21-015546,VET,01-51800,2021/01/05 17:49:00+00,,,,40210,,,2021/01/10 00:00:00,2021/01/13 00:00:00,COMPLIED,,91.090,272
V21-015952,VIOL CTER,VR21-212919,2021/04/02 16:25:00+00,,,,40218,,,2021/04/02 12:30:00,2021/04/02 00:00:00,COMPLIED,R21-212919,91.002,273
V21-015648,CIT DD/PDD,P198992,2021/02/01 19:55:00+00,A21-087596-16,INVESTIGAT ANI ATTACK,OFFICER HARRIS,40216,02/26/21,,,,,,91.020,274
V21-015824,CIT DD/PDD,N918998,2021/03/11 16:28:00+00,A21-089276-4,INVESTIGAT BITE,OFFICER RATLIFF,40228,03/24/21,,,,,,91.072,275
V21-015557,VET,01-50233,2021/01/06 17:24:00+00,A20-087499-4,INVESTIGAT NEGLI,OFFICER RATLIFF,40206,,,2021/01/14 00:00:00,2021/01/25 00:00:00,COMPLIED,,91.090,276
V21-015648,CIT DD/PDD,P198992,2021/02/01 19:55:00+00,A21-087596-16,INVESTIGAT ANI ATTACK,OFFICER HARRIS,40216,02/26/21,,,,,,91.020,277
V21-015932,VIOL CTER,VR21-212675,2021/03/29 18:13:00+00,,,,40218,,,2021/03/29 14:13:00,2021/03/29 00:00:00,COMPLIED,R21-212675,91.002,278
V21-015826,VIOL CTER,VR21-211680,2021/03/10 20:46:00+00,,,,40218,,,2021/03/10 15:46:00,2021/03/10 00:00:00,COMPLIED,R21-211680,91.002,279
V21-015547,VIOL CTER,VR21-208563,2021/01/05 16:21:00+00,,,,40218,,,2021/01/05 14:56:00,2021/01/05 00:00:00,COMPLIED,R21-208563,91.002,280
V21-015564,VIOL CTER,VR21-208719,2021/01/08 18:00:00+00,A21-087740-3,XTRA SERVE VIOL OTC,OFFICER HARRIS,40218,,,2021/01/08 13:00:00,2021/01/08 00:00:00,COMPLIED,R21-208719,91.002,281
V21-015952,VIOL CTER,VR21-212919,2021/04/02 16:25:00+00,,,,40218,,,2021/04/02 12:30:00,2021/04/02 00:00:00,COMPLIED,R21-212919,91.071,282
V21-015648,CIT DD/PDD,P198992,2021/02/01 19:55:00+00,A21-087596-16,INVESTIGAT ANI ATTACK,OFFICER HARRIS,40216,02/26/21,,,,,,91.020,283
V21-015932,VIOL CTER,VR21-212675,2021/03/29 18:13:00+00,,,,40218,,,2021/03/29 14:13:00,2021/03/29 00:00:00,COMPLIED,R21-212675,91.020,284
V21-015826,VIOL CTER,VR21-211680,2021/03/10 20:46:00+00,,,,40218,,,2021/03/10 15:46:00,2021/03/10 00:00:00,COMPLIED,R21-211680,91.020,285
V21-015547,VIOL CTER,VR21-208563,2021/01/05 16:21:00+00,,,,40218,,,2021/01/05 14:56:00,2021/01/05 00:00:00,COMPLIED,R21-208563,91.071,286
V21-015564,VIOL CTER,VR21-208719,2021/01/08 18:00:00+00,A21-087740-3,XTRA SERVE VIOL OTC,OFFICER HARRIS,40218,,,2021/01/08 13:00:00,2021/01/08 00:00:00,COMPLIED,R21-208719,91.020,287
V21-015952,VIOL CTER,VR21-212919,2021/04/02 16:25:00+00,,,,40218,,,2021/04/02 12:30:00,2021/04/02 00:00:00,COMPLIED,R21-212919,91.020,288
